Date,N_ANT_POSITIVOS,N_ANT,N_PCR_POSITIVOS,N_PCR
2021-09-27,2,490,10,441
2021-09-27,38,755,61,1217
2021-09-27,9,239,45,546
2021-09-27,17,1409,21,866
2021-09-27,8,239,4,80
2021-09-27,19,878,40,2071
2021-09-27,1,374,22,601
2021-09-27,28,1083,31,1585
2021-09-27,7,1009,30,1189
2021-09-27,1,102,4,259
2021-09-27,3,287,24,855
2021-09-27,5,131,5,264
2021-09-27,22,1788,44,984
2021-09-27,12,336,15,758
2021-09-27,0,70,1,137
2021-09-26,3,132,18,1126
2021-09-26,17,421,10,249
2021-09-26,11,262,9,403
2021-09-26,0,93,3,334
2021-09-26,0,372,12,663
2021-09-26,6,512,19,857
2021-09-26,6,231,13,535
2021-09-26,0,148,5,326
2021-09-26,5,166,6,235
2021-09-26,4,179,3,202
2021-09-26,4,38,1,67
2021-09-26,4,60,15,149
2021-09-26,2,442,10,467
2021-09-26,2,141,0,195
2021-09-26,7,515,13,489
2021-09-26,0,68,3,56
2021-09-26,13,442,11,796
2021-09-26,57,1966,61,2857
2021-09-26,2,40,0,47
2021-09-26,3,129,5,324
2021-09-26,2,519,12,871
2021-09-26,19,1848,107,3361
2021-09-26,1,104,0,227
2021-09-26,14,1617,44,1679
2021-09-26,13,348,18,448
2021-09-26,4,115,15,548
2021-09-26,55,3120,65,3405
2021-09-26,2,68,2,149
2021-09-26,2,153,24,527
2021-09-26,6,99,3,456
2021-09-26,6,277,12,846
2021-09-26,2,70,5,89
2021-09-26,2,41,1,58
2021-09-26,12,272,7,125
2021-09-26,7,110,0,16
2021-09-26,0,68,0,156
2021-09-26,6,350,24,954
2021-09-26,9,415,16,552
2021-09-26,1,69,4,45
2021-09-26,0,50,2,107
2021-09-26,3,179,4,299
2021-09-26,1,118,4,190
2021-09-26,2,184,11,173
2021-09-26,0,54,3,76
2021-09-26,13,629,11,335
2021-09-26,0,60,0,109
2021-09-26,6,102,2,117
2021-09-26,9,383,31,1313
2021-09-26,10,290,2,328
2021-09-26,3,59,2,67
2021-09-26,3,255,6,504
2021-09-26,0,192,5,353
2021-09-26,3,129,1,152
2021-09-25,4,63,1,174
2021-09-25,3,55,1,50
2021-09-25,0,52,2,157
2021-09-25,2,140,6,271
2021-09-25,1,450,20,784
2021-09-25,2,94,2,164
2021-09-25,0,168,23,517
2021-09-25,11,124,0,28
2021-09-25,13,249,7,210
2021-09-25,2,175,8,389
2021-09-25,9,404,18,427
2021-09-25,22,317,17,514
2021-09-25,18,531,46,1818
2021-09-25,4,388,26,568
2021-09-25,1,36,0,181
2021-09-25,2,88,2,346
2021-09-25,0,40,0,109
2021-09-25,16,612,41,713
2021-09-25,6,95,3,238
2021-09-25,2,91,20,313
2021-09-25,0,57,0,39
2021-09-25,8,213,38,1124
2021-09-25,6,418,23,734
2021-09-25,2,257,8,532
2021-09-25,5,52,3,149
2021-09-25,7,599,34,988
2021-09-25,1,113,9,294
2021-09-25,16,397,53,1312
2021-09-25,1,86,4,64
2021-09-25,1,59,1,103
2021-09-25,7,76,3,172
2021-09-25,5,209,4,473
2021-09-25,15,319,21,733
2021-09-25,1,43,0,125
2021-09-25,3,30,2,141
2021-09-25,2,145,32,760
2021-09-25,7,207,5,313
2021-09-25,18,413,22,1278
2021-09-25,0,121,7,364
2021-09-25,3,443,9,940
2021-09-25,13,333,6,349
2021-09-25,9,344,37,1296
2021-09-25,2,78,12,373
2021-09-25,16,2377,132,3658
2021-09-25,2,174,19,1347
2021-09-25,37,2126,59,2393
2021-09-25,0,106,6,296
2021-09-25,5,106,29,821
2021-09-25,13,424,20,703
2021-09-25,66,2291,71,4921
2021-09-25,7,106,15,575
2021-09-25,35,3003,201,6894
2021-09-25,5,52,12,355
2021-09-24,5,458,20,582
2021-09-24,4,799,25,847
2021-09-24,18,306,48,945
2021-09-24,15,2358,189,3834
2021-09-24,1,256,9,538
2021-09-24,4,113,2,69
2021-09-24,1,321,10,376
2021-09-24,31,1393,94,1143
2021-09-24,11,271,55,684
2021-09-24,5,498,18,689
2021-09-24,43,2927,91,2739
2021-09-24,10,866,7,536
2021-09-24,5,299,19,716
2021-09-24,1,140,5,214
2021-09-24,2,56,2,141
2021-09-24,6,330,21,1039
2021-09-24,22,873,53,1639
2021-09-24,16,590,40,778
2021-09-24,2,300,12,328
2021-09-24,24,896,72,2463
2021-09-24,5,260,18,520
2021-09-24,23,774,21,1098
2021-09-24,9,722,30,1271
2021-09-24,3,103,5,268
2021-09-24,2,47,4,76
2021-09-24,7,1066,33,1178
2021-09-24,8,686,12,668
2021-09-24,30,707,68,1777
2021-09-24,2,91,2,164
2021-09-24,3,947,30,795
2021-09-24,1,106,8,179
2021-09-24,12,250,38,512
2021-09-24,4,153,11,224
2021-09-24,222,11564,301,8958
2021-09-24,24,549,31,794
2021-09-24,16,598,66,1577
2021-09-24,3,292,17,398
2021-09-24,1,64,3,252
2021-09-24,9,187,2,62
2021-09-24,2,49,11,128
2021-09-24,17,827,44,1471
2021-09-24,7,200,10,442
2021-09-24,115,4464,218,7836
2021-09-24,13,318,21,611
2021-09-24,2,161,21,374
2021-09-24,32,756,89,1711
2021-09-24,8,296,9,295
2021-09-24,4,129,20,471
2021-09-24,12,98,15,153
2021-09-24,1,337,13,1035
2021-09-24,9,331,30,976
2021-09-24,0,169,9,217
2021-09-24,41,846,46,1016
2021-09-23,1,80,4,118
2021-09-23,0,73,12,133
2021-09-23,19,655,30,718
2021-09-23,22,923,85,2241
2021-09-23,3,60,6,154
2021-09-23,4,286,8,443
2021-09-23,8,602,33,892
2021-09-23,5,284,15,318
2021-09-23,2,72,3,147
2021-09-23,42,769,67,1140
2021-09-23,6,440,9,269
2021-09-23,30,773,73,1581
2021-09-23,10,882,17,880
2021-09-23,4,345,26,864
2021-09-23,30,1406,86,896
2021-09-23,2,104,8,146
2021-09-23,1,129,12,345
2021-09-23,4,70,0,65
2021-09-23,7,323,36,945
2021-09-23,22,725,48,769
2021-09-23,4,98,5,98
2021-09-23,4,231,6,536
2021-09-23,10,284,28,478
2021-09-23,14,609,21,818
2021-09-23,9,982,36,1086
2021-09-23,1,753,17,683
2021-09-23,11,1075,26,740
2021-09-23,19,696,26,907
2021-09-23,2,178,9,253
2021-09-23,192,11326,316,7952
2021-09-23,3,361,21,490
2021-09-23,4,119,9,56
2021-09-23,2,300,11,342
2021-09-23,15,331,22,543
2021-09-23,1,205,21,329
2021-09-23,26,775,40,1552
2021-09-23,3,126,18,210
2021-09-23,1,137,9,139
2021-09-23,4,191,1,38
2021-09-23,11,169,14,413
2021-09-23,4,365,11,376
2021-09-23,5,930,27,759
2021-09-23,25,885,25,1528
2021-09-23,5,261,14,1347
2021-09-23,7,719,24,632
2021-09-23,11,372,8,312
2021-09-23,12,385,70,846
2021-09-23,10,198,9,328
2021-09-23,10,3045,201,5224
2021-09-23,3,136,14,258
2021-09-23,52,2989,108,3042
2021-09-23,123,6280,238,10519
2021-09-23,15,709,76,1628
2021-09-22,16,921,50,1728
2021-09-22,2,225,9,622
2021-09-22,19,702,36,1317
2021-09-22,8,1387,42,1187
2021-09-22,0,193,8,370
2021-09-22,3,132,16,274
2021-09-22,31,780,35,1156
2021-09-22,6,173,3,54
2021-09-22,3,298,18,1975
2021-09-22,11,944,41,696
2021-09-22,3,843,22,830
2021-09-22,6,173,15,395
2021-09-22,5,796,29,846
2021-09-22,1,96,4,225
2021-09-22,11,190,8,443
2021-09-22,24,606,98,1831
2021-09-22,2,104,6,50
2021-09-22,1,56,20,225
2021-09-22,33,733,46,1237
2021-09-22,0,94,73,216
2021-09-22,9,244,35,556
2021-09-22,12,639,77,1488
2021-09-22,2,104,4,114
2021-09-22,1,84,14,176
2021-09-22,40,1577,81,1039
2021-09-22,28,941,75,2786
2021-09-22,1,56,1,109
2021-09-22,1,322,9,399
2021-09-22,9,1059,26,774
2021-09-22,3,122,23,347
2021-09-22,4,711,22,712
2021-09-22,0,72,13,168
2021-09-22,2,289,27,466
2021-09-22,34,2841,116,2713
2021-09-22,12,306,29,551
2021-09-22,2,205,11,462
2021-09-22,199,11389,344,8927
2021-09-22,4,230,16,484
2021-09-22,8,469,16,440
2021-09-22,7,689,19,1168
2021-09-22,6,307,54,1164
2021-09-22,0,143,16,372
2021-09-22,2,53,7,163
2021-09-22,9,311,43,975
2021-09-22,12,275,40,685
2021-09-22,117,5825,220,12312
2021-09-22,54,846,80,1523
2021-09-22,12,307,68,1229
2021-09-22,8,297,12,578
2021-09-22,14,468,27,987
2021-09-22,17,3036,279,6884
2021-09-22,4,372,13,392
2021-09-22,6,739,26,1574
2021-09-21,5,102,11,155
2021-09-21,1,76,0,155
2021-09-21,10,1096,36,1045
2021-09-21,2,297,7,574
2021-09-21,218,11734,406,10211
2021-09-21,42,787,98,1996
2021-09-21,16,209,13,482
2021-09-21,0,56,3,253
2021-09-21,99,5450,261,12844
2021-09-21,18,1111,37,1422
2021-09-21,34,716,47,1534
2021-09-21,41,709,52,1102
2021-09-21,2,87,15,241
2021-09-21,5,237,37,759
2021-09-21,0,59,2,114
2021-09-21,12,758,31,1119
2021-09-21,2,364,9,302
2021-09-21,1,117,9,245
2021-09-21,40,1714,77,1124
2021-09-21,10,815,42,1341
2021-09-21,24,718,84,1763
2021-09-21,8,341,38,1219
2021-09-21,4,115,5,86
2021-09-21,20,547,110,2197
2021-09-21,9,517,7,436
2021-09-21,1,135,4,224
2021-09-21,0,211,21,446
2021-09-21,6,275,31,550
2021-09-21,13,546,20,698
2021-09-21,4,145,13,187
2021-09-21,14,699,24,1070
2021-09-21,8,825,35,1047
2021-09-21,17,1766,176,4736
2021-09-21,4,784,38,1348
2021-09-21,4,55,3,221
2021-09-21,23,313,21,484
2021-09-21,13,197,1,65
2021-09-21,13,958,56,2012
2021-09-21,10,309,11,551
2021-09-21,5,287,40,1005
2021-09-21,0,246,14,1877
2021-09-21,65,2724,107,2922
2021-09-21,10,455,77,1120
2021-09-21,3,233,12,379
2021-09-21,5,273,23,886
2021-09-21,1,127,14,630
2021-09-21,8,775,26,996
2021-09-21,0,67,9,265
2021-09-21,8,804,56,1217
2021-09-21,12,462,14,1356
2021-09-21,5,209,27,535
2021-09-21,37,885,136,3153
2021-09-21,12,280,38,710
2021-09-20,28,252,27,649
2021-09-20,0,136,8,227
2021-09-20,1,242,20,546
2021-09-20,7,877,35,599
2021-09-20,10,198,21,570
2021-09-20,15,814,29,989
2021-09-20,9,835,17,577
2021-09-20,17,605,39,1151
2021-09-20,11,366,16,620
2021-09-20,10,492,62,1192
2021-09-20,14,2031,192,5369
2021-09-20,6,638,4,410
2021-09-20,7,181,12,542
2021-09-20,8,210,33,771
2021-09-20,36,621,78,1175
2021-09-20,7,92,9,190
2021-09-20,3,818,18,1021
2021-09-20,0,48,0,108
2021-09-20,20,322,33,756
2021-09-20,0,93,0,215
2021-09-20,2,163,10,429
2021-09-20,14,846,17,1130
2021-09-20,2,71,6,195
2021-09-20,36,1818,67,911
2021-09-20,26,873,28,1331
2021-09-20,39,1088,104,3174
2021-09-20,2,73,6,272
2021-09-20,0,122,10,255
2021-09-20,0,82,19,200
2021-09-20,18,1076,44,1064
2021-09-20,34,676,65,1378
2021-09-20,10,1280,37,940
2021-09-20,1,219,14,586
2021-09-20,14,572,21,758
2021-09-20,25,644,87,1920
2021-09-20,8,143,17,310
2021-09-20,6,281,51,985
2021-09-20,302,13041,223,8659
2021-09-20,55,916,73,1461
2021-09-20,31,896,45,1500
2021-09-20,5,392,42,1346
2021-09-20,15,277,30,508
2021-09-20,13,203,2,55
2021-09-20,0,38,4,253
2021-09-20,17,759,46,1961
2021-09-20,160,6597,255,10519
2021-09-20,7,294,4,400
2021-09-20,3,274,15,1675
2021-09-20,11,182,10,342
2021-09-20,34,3296,129,3184
2021-09-20,8,508,31,456
2021-09-20,2,345,22,534
2021-09-20,5,146,1,63
2021-09-19,12,627,32,317
2021-09-19,2,110,4,155
2021-09-19,7,131,26,573
2021-09-19,1,110,6,1035
2021-09-19,5,89,3,158
2021-09-19,19,1872,103,2389
2021-09-19,8,115,32,589
2021-09-19,1,188,1,20
2021-09-19,4,215,33,1357
2021-09-19,1,513,21,949
2021-09-19,29,1815,46,1320
2021-09-19,1,37,5,44
2021-09-19,3,486,13,577
2021-09-19,0,30,0,86
2021-09-19,0,48,8,207
2021-09-19,4,53,5,71
2021-09-19,11,157,7,188
2021-09-19,2,98,4,225
2021-09-19,48,1406,60,2531
2021-09-19,4,57,4,140
2021-09-19,9,494,29,812
2021-09-19,0,186,16,359
2021-09-19,18,282,18,382
2021-09-19,5,100,1,202
2021-09-19,1,17,1,50
2021-09-19,0,51,2,191
2021-09-19,5,204,13,256
2021-09-19,24,1283,20,447
2021-09-19,1,78,9,41
2021-09-19,0,126,2,317
2021-09-19,1,81,8,326
2021-09-19,59,3237,89,3246
2021-09-19,10,460,13,814
2021-09-19,0,38,3,42
2021-09-19,16,54,15,118
2021-09-19,7,268,12,733
2021-09-19,0,67,4,119
2021-09-19,6,375,19,652
2021-09-19,8,245,6,187
2021-09-19,8,199,18,499
2021-09-19,3,377,15,566
2021-09-19,4,160,6,185
2021-09-19,5,43,4,58
2021-09-19,5,158,5,304
2021-09-19,0,41,2,124
2021-09-19,3,120,6,213
2021-09-19,12,239,10,523
2021-09-19,1,63,5,479
2021-09-19,6,406,19,395
2021-09-19,14,236,4,323
2021-09-19,6,272,18,858
2021-09-19,11,202,6,110
2021-09-19,2,25,5,86
2021-09-18,2,25,3,85
2021-09-18,24,1907,84,2371
2021-09-18,30,480,59,1270
2021-09-18,1,50,9,408
2021-09-18,60,1623,80,5304
2021-09-18,0,58,7,362
2021-09-18,8,2235,125,3269
2021-09-18,10,374,12,397
2021-09-18,13,182,14,366
2021-09-18,7,95,5,211
2021-09-18,2,67,11,450
2021-09-18,0,26,7,156
2021-09-18,1,6,10,309
2021-09-18,9,188,5,293
2021-09-18,2,288,7,300
2021-09-18,23,329,76,1449
2021-09-18,7,345,43,634
2021-09-18,1,83,6,50
2021-09-18,67,3416,222,6871
2021-09-18,0,37,10,182
2021-09-18,0,48,2,166
2021-09-18,15,289,24,519
2021-09-18,3,54,3,117
2021-09-18,0,40,13,155
2021-09-18,2,403,23,792
2021-09-18,0,19,1,100
2021-09-18,3,151,68,830
2021-09-18,9,93,17,278
2021-09-18,2,32,0,47
2021-09-18,13,506,40,1068
2021-09-18,0,70,1,43
2021-09-18,0,41,21,551
2021-09-18,2,122,13,1352
2021-09-18,1,85,22,443
2021-09-18,2,89,6,302
2021-09-18,12,240,23,414
2021-09-18,9,383,13,896
2021-09-18,5,26,42,1088
2021-09-18,0,86,10,306
2021-09-18,5,58,7,76
2021-09-18,1,120,27,384
2021-09-18,5,147,2,31
2021-09-18,5,83,17,216
2021-09-18,8,158,8,268
2021-09-18,1,15,11,457
2021-09-18,5,341,38,1076
2021-09-18,4,25,17,570
2021-09-18,1,22,5,207
2021-09-18,7,255,12,443
2021-09-18,3,91,25,768
2021-09-18,10,247,17,803
2021-09-18,16,399,58,1458
2021-09-18,27,553,67,1744
2021-09-17,1,159,18,1306
2021-09-17,5,134,10,344
2021-09-17,10,912,53,1076
2021-09-17,22,249,15,270
2021-09-17,14,211,87,1097
2021-09-17,11,171,2,63
2021-09-17,7,578,30,921
2021-09-17,4,369,22,449
2021-09-17,22,707,45,1403
2021-09-17,2,56,0,64
2021-09-17,18,444,32,1116
2021-09-17,9,383,35,491
2021-09-17,8,120,12,245
2021-09-17,3,116,22,434
2021-09-17,1,342,18,237
2021-09-17,2,73,5,53
2021-09-17,5,201,16,454
2021-09-17,35,643,94,1547
2021-09-17,1,57,6,186
2021-09-17,31,481,103,1787
2021-09-17,4,253,30,636
2021-09-17,19,558,34,1017
2021-09-17,21,207,38,556
2021-09-17,1,36,4,89
2021-09-17,46,1074,107,1163
2021-09-17,9,204,22,485
2021-09-17,27,649,46,984
2021-09-17,3,63,1,139
2021-09-17,106,4466,313,10954
2021-09-17,11,826,27,932
2021-09-17,0,61,4,240
2021-09-17,6,82,5,128
2021-09-17,8,269,60,1196
2021-09-17,9,152,18,497
2021-09-17,16,1049,33,842
2021-09-17,26,2687,191,5501
2021-09-17,4,884,28,678
2021-09-17,9,566,44,945
2021-09-17,71,816,112,1831
2021-09-17,276,10356,378,9149
2021-09-17,45,667,110,2658
2021-09-17,0,41,2,121
2021-09-17,33,604,80,1663
2021-09-17,10,393,33,1095
2021-09-17,6,198,60,1138
2021-09-17,21,260,19,552
2021-09-17,1,140,20,274
2021-09-17,9,710,33,1329
2021-09-17,8,170,27,423
2021-09-17,50,3209,159,3344
2021-09-17,2,37,10,177
2021-09-17,5,337,22,347
2021-09-17,6,402,20,434
2021-09-16,62,790,92,1240
2021-09-16,5,164,10,444
2021-09-16,16,933,18,473
2021-09-16,2,96,18,393
2021-09-16,21,617,68,1872
2021-09-16,16,252,22,416
2021-09-16,130,4396,253,11119
2021-09-16,14,148,9,327
2021-09-16,11,570,40,733
2021-09-16,21,515,44,692
2021-09-16,10,363,25,428
2021-09-16,3,46,10,143
2021-09-16,13,246,55,907
2021-09-16,35,602,43,2138
2021-09-16,8,217,42,379
2021-09-16,23,398,43,1237
2021-09-16,7,652,46,890
2021-09-16,11,824,44,842
2021-09-16,27,560,86,1057
2021-09-16,22,493,105,1486
2021-09-16,6,759,42,741
2021-09-16,3,28,0,35
2021-09-16,3,95,7,198
2021-09-16,2,60,5,81
2021-09-16,2,94,8,50
2021-09-16,1,67,3,150
2021-09-16,2,44,7,110
2021-09-16,4,195,20,476
2021-09-16,31,808,83,2330
2021-09-16,28,540,70,818
2021-09-16,50,1113,124,930
2021-09-16,1,329,9,297
2021-09-16,5,167,27,831
2021-09-16,10,214,44,771
2021-09-16,2,93,12,182
2021-09-16,3,189,23,1784
2021-09-16,8,395,19,332
2021-09-16,3,149,41,410
2021-09-16,15,207,63,573
2021-09-16,15,2512,234,5225
2021-09-16,11,627,38,1293
2021-09-16,5,214,28,322
2021-09-16,3,110,22,192
2021-09-16,43,2779,138,2894
2021-09-16,6,117,15,409
2021-09-16,7,117,3,46
2021-09-16,283,10536,376,7865
2021-09-16,3,65,6,93
2021-09-16,17,987,78,1130
2021-09-16,0,53,15,165
2021-09-16,6,549,13,331
2021-09-16,18,507,20,1163
2021-09-16,4,223,10,335
2021-09-15,9,139,28,508
2021-09-15,12,189,3,72
2021-09-15,5,200,10,579
2021-09-15,1,88,52,726
2021-09-15,5,94,9,160
2021-09-15,7,272,58,1036
2021-09-15,12,114,16,215
2021-09-15,5,141,11,417
2021-09-15,5,97,5,51
2021-09-15,38,496,105,1662
2021-09-15,5,241,28,843
2021-09-15,6,364,15,562
2021-09-15,285,9134,394,8734
2021-09-15,16,526,50,1094
2021-09-15,15,799,57,1039
2021-09-15,1,249,15,594
2021-09-15,8,770,39,1269
2021-09-15,47,1397,98,1124
2021-09-15,2,79,4,135
2021-09-15,15,481,28,1864
2021-09-15,4,191,25,624
2021-09-15,1,50,12,198
2021-09-15,0,57,4,236
2021-09-15,29,271,23,513
2021-09-15,20,460,102,1830
2021-09-15,4,280,27,509
2021-09-15,148,4334,281,15218
2021-09-15,62,2699,158,3169
2021-09-15,1,36,5,202
2021-09-15,22,350,36,1204
2021-09-15,1,52,5,189
2021-09-15,0,38,8,137
2021-09-15,46,1017,134,2647
2021-09-15,0,57,3,149
2021-09-15,18,859,40,1215
2021-09-15,5,681,33,805
2021-09-15,12,704,55,1194
2021-09-15,8,403,15,474
2021-09-15,27,493,50,982
2021-09-15,2,86,14,329
2021-09-15,6,258,21,453
2021-09-15,32,647,28,1244
2021-09-15,12,285,59,1117
2021-09-15,4,653,44,1110
2021-09-15,4,137,14,355
2021-09-15,60,3548,269,5760
2021-09-15,18,642,115,1916
2021-09-15,3,158,20,1939
2021-09-15,15,780,38,636
2021-09-15,6,93,13,622
2021-09-15,15,202,36,469
2021-09-15,57,1735,83,1443
2021-09-15,9,351,34,553
2021-09-14,4,434,9,480
2021-09-14,4,801,41,973
2021-09-14,4,138,21,438
2021-09-14,8,90,18,240
2021-09-14,4,182,75,703
2021-09-14,9,506,30,1905
2021-09-14,15,817,54,1563
2021-09-14,22,506,104,1565
2021-09-14,5,101,10,231
2021-09-14,33,556,55,1933
2021-09-14,6,389,31,690
2021-09-14,2,182,19,1960
2021-09-14,2,451,15,439
2021-09-14,16,758,49,1002
2021-09-14,4,101,27,357
2021-09-14,175,4073,398,13353
2021-09-14,27,222,5,54
2021-09-14,11,790,45,1232
2021-09-14,6,223,16,333
2021-09-14,23,220,64,640
2021-09-14,67,1455,151,1438
2021-09-14,6,183,41,502
2021-09-14,11,472,25,713
2021-09-14,5,130,54,1025
2021-09-14,82,3326,230,5666
2021-09-14,8,209,11,443
2021-09-14,73,2580,141,2938
2021-09-14,0,46,10,215
2021-09-14,61,740,123,2144
2021-09-14,7,305,75,1074
2021-09-14,10,790,25,695
2021-09-14,32,265,17,546
2021-09-14,7,113,23,464
2021-09-14,0,98,15,445
2021-09-14,4,33,12,193
2021-09-14,28,567,46,1392
2021-09-14,19,345,72,1410
2021-09-14,12,607,34,958
2021-09-14,6,210,32,559
2021-09-14,28,636,88,1989
2021-09-14,292,9139,484,9975
2021-09-14,8,249,30,752
2021-09-14,16,368,90,1429
2021-09-14,15,344,29,942
2021-09-14,7,181,10,101
2021-09-14,0,41,5,119
2021-09-14,2,71,12,139
2021-09-14,1,59,4,184
2021-09-14,44,842,149,3183
2021-09-14,2,45,24,319
2021-09-14,0,66,5,234
2021-09-14,21,740,33,1182
2021-09-14,19,455,72,1148
2021-09-13,0,80,14,246
2021-09-13,0,79,3,232
2021-09-13,4,838,28,720
2021-09-13,17,868,24,961
2021-09-13,3,85,4,351
2021-09-13,10,371,67,1288
2021-09-13,16,170,23,601
2021-09-13,14,755,37,1251
2021-09-13,24,179,6,84
2021-09-13,3,166,17,521
2021-09-13,19,845,57,941
2021-09-13,91,921,82,1578
2021-09-13,18,885,43,1101
2021-09-13,0,38,12,195
2021-09-13,7,320,33,681
2021-09-13,11,192,9,619
2021-09-13,3,39,0,105
2021-09-13,4,99,18,306
2021-09-13,24,538,86,1573
2021-09-13,5,48,21,215
2021-09-13,23,293,34,600
2021-09-13,77,3294,171,2991
2021-09-13,13,106,21,308
2021-09-13,13,407,55,952
2021-09-13,3,174,26,1798
2021-09-13,5,132,14,392
2021-09-13,34,573,64,1714
2021-09-13,4,164,59,916
2021-09-13,93,3438,151,4473
2021-09-13,253,5201,361,9840
2021-09-13,14,494,21,677
2021-09-13,13,447,17,432
2021-09-13,8,732,41,1461
2021-09-13,39,801,51,1661
2021-09-13,39,563,55,1238
2021-09-13,23,213,23,527
2021-09-13,12,293,47,637
2021-09-13,35,560,102,1547
2021-09-13,1,99,12,262
2021-09-13,2,357,17,451
2021-09-13,6,116,2,45
2021-09-13,11,968,63,1160
2021-09-13,61,1591,90,943
2021-09-13,3,540,19,494
2021-09-13,20,544,31,1552
2021-09-13,413,10429,257,8264
2021-09-13,5,221,31,748
2021-09-13,39,497,98,1220
2021-09-13,14,170,67,728
2021-09-13,64,829,137,2675
2021-09-13,1,69,2,245
2021-09-13,7,84,10,152
2021-09-13,29,416,29,567
2021-09-12,0,67,2,57
2021-09-12,8,558,41,1002
2021-09-12,3,115,37,517
2021-09-12,13,108,26,565
2021-09-12,1,34,1,56
2021-09-12,3,94,0,146
2021-09-12,1,145,4,294
2021-09-12,32,606,12,258
2021-09-12,11,216,17,386
2021-09-12,10,240,14,336
2021-09-12,1,37,2,52
2021-09-12,1,88,8,312
2021-09-12,10,108,3,279
2021-09-12,0,66,6,53
2021-09-12,7,69,10,196
2021-09-12,9,84,8,85
2021-09-12,65,2745,200,2936
2021-09-12,2,58,1,43
2021-09-12,13,256,27,637
2021-09-12,7,94,12,300
2021-09-12,1,101,31,1393
2021-09-12,40,402,28,520
2021-09-12,40,1666,94,1463
2021-09-12,15,493,9,343
2021-09-12,66,1261,79,2357
2021-09-12,7,85,7,442
2021-09-12,1,41,9,108
2021-09-12,13,197,42,1164
2021-09-12,8,121,8,167
2021-09-12,8,112,1,26
2021-09-12,11,132,16,353
2021-09-12,1,64,7,92
2021-09-12,6,247,40,822
2021-09-12,18,228,23,386
2021-09-12,7,146,7,155
2021-09-12,71,2783,87,3338
2021-09-12,5,157,12,611
2021-09-12,10,143,2,131
2021-09-12,11,316,40,597
2021-09-12,12,224,18,365
2021-09-12,5,604,21,636
2021-09-12,2,40,1,145
2021-09-12,0,28,4,150
2021-09-12,0,45,3,121
2021-09-12,8,307,23,589
2021-09-12,0,19,2,80
2021-09-12,10,229,11,210
2021-09-12,8,313,17,775
2021-09-12,6,283,8,393
2021-09-12,0,25,0,76
2021-09-12,7,400,39,703
2021-09-12,2,152,7,257
2021-09-12,2,18,1,165
2021-09-11,1,31,9,54
2021-09-11,0,22,11,237
2021-09-11,4,25,8,116
2021-09-11,9,157,15,276
2021-09-11,16,237,42,1086
2021-09-11,17,146,9,312
2021-09-11,7,65,17,352
2021-09-11,6,96,4,220
2021-09-11,34,2009,84,2424
2021-09-11,2,20,6,141
2021-09-11,6,592,37,856
2021-09-11,13,206,13,276
2021-09-11,35,463,46,1816
2021-09-11,1,38,20,131
2021-09-11,3,464,42,866
2021-09-11,4,204,13,443
2021-09-11,17,227,38,792
2021-09-11,19,276,22,427
2021-09-11,3,81,6,302
2021-09-11,4,75,21,259
2021-09-11,4,418,19,707
2021-09-11,0,31,2,110
2021-09-11,5,62,16,230
2021-09-11,2,52,0,38
2021-09-11,25,567,87,839
2021-09-11,42,3094,207,4627
2021-09-11,7,77,11,142
2021-09-11,5,249,65,726
2021-09-11,10,454,46,1081
2021-09-11,64,3457,290,6591
2021-09-11,3,87,5,65
2021-09-11,16,451,20,424
2021-09-11,6,55,2,93
2021-09-11,10,133,5,304
2021-09-11,1,101,22,369
2021-09-11,2,97,7,266
2021-09-11,4,104,22,538
2021-09-11,85,1402,94,4403
2021-09-11,0,31,3,126
2021-09-11,2,182,10,264
2021-09-11,10,224,17,658
2021-09-11,15,302,15,682
2021-09-11,23,196,22,446
2021-09-11,5,540,77,1452
2021-09-11,17,239,72,1410
2021-09-11,0,48,38,398
2021-09-11,15,126,4,35
2021-09-11,4,97,34,702
2021-09-11,0,70,10,183
2021-09-11,34,386,69,1281
2021-09-11,4,100,23,1390
2021-09-11,3,237,5,397
2021-09-11,12,112,24,642
2021-09-10,2,140,34,1484
2021-09-10,24,439,38,1117
2021-09-10,16,659,32,1233
2021-09-10,15,823,54,1243
2021-09-10,19,512,150,1716
2021-09-10,9,91,22,294
2021-09-10,46,674,66,1411
2021-09-10,9,347,57,807
2021-09-10,27,464,91,1536
2021-09-10,10,106,34,422
2021-09-10,16,351,40,969
2021-09-10,13,199,71,960
2021-09-10,3,372,12,419
2021-09-10,6,226,34,591
2021-09-10,12,211,34,385
2021-09-10,31,462,71,1041
2021-09-10,3,77,35,171
2021-09-10,4,78,11,95
2021-09-10,27,162,74,663
2021-09-10,1,33,13,238
2021-09-10,43,692,145,2507
2021-09-10,66,958,186,1627
2021-09-10,4,155,26,424
2021-09-10,2,30,1,86
2021-09-10,11,651,58,1107
2021-09-10,3,406,29,386
2021-09-10,0,61,5,137
2021-09-10,4,94,20,280
2021-09-10,2,46,18,174
2021-09-10,332,9008,437,7953
2021-09-10,8,125,8,84
2021-09-10,23,630,62,881
2021-09-10,13,393,88,1380
2021-09-10,4,179,14,459
2021-09-10,17,122,9,68
2021-09-10,2,213,36,892
2021-09-10,6,104,25,306
2021-09-10,6,249,26,524
2021-09-10,13,472,22,462
2021-09-10,22,379,63,815
2021-09-10,14,150,27,540
2021-09-10,18,575,52,917
2021-09-10,14,482,46,796
2021-09-10,6,36,12,177
