"pango","recombinant","alias_of","parents"
"B.1.36.34","False","B.1.36.34","['B.1.36']"
"B.1.36.35","False","B.1.36.35","['B.1.36']"
"B.1.36.36","False","B.1.36.36","['B.1.36']"
"B.1.36.37","False","B.1.36.37","['B.1.36']"
"B.1.36.38","False","B.1.36.38","['B.1.36']"
"B.1.36.39","False","B.1.36.39","['B.1.36']"
"B.1.37","False","B.1.37","['B.1']"
"B.1.38","False","B.1.38","['B.1']"
"B.1.39","False","B.1.39","['B.1']"
"B.1.40","False","B.1.40","['B.1']"
"B.1.44","False","B.1.44","['B.1']"
"B.1.67","False","B.1.67","['B.1']"
"B.1.69","False","B.1.69","['B.1']"
"B.1.70","False","B.1.70","['B.1']"
"B.1.76","False","B.1.76","['B.1']"
"B.1.77","False","B.1.77","['B.1']"
"B.1.78","False","B.1.78","['B.1']"
"B.1.81","False","B.1.81","['B.1']"
"B.1.83","False","B.1.83","['B.1']"
"B.1.84","False","B.1.84","['B.1']"
"B.1.91","False","B.1.91","['B.1']"
"B.1.93","False","B.1.93","['B.1']"
"B.1.94","False","B.1.94","['B.1']"
"B.1.96","False","B.1.96","['B.1']"
"B.1.97","False","B.1.97","['B.1']"
"B.1.103","False","B.1.103","['B.1']"
"B.1.104","False","B.1.104","['B.1']"
"B.1.105","False","B.1.105","['B.1']"
"B.1.106","False","B.1.106","['B.1']"
"B.1.108","False","B.1.108","['B.1']"
"B.1.110","False","B.1.110","['B.1']"
"B.1.110.1","False","B.1.110.1","['B.1.110']"
"B.1.110.2","False","B.1.110.2","['B.1.110']"
"B.1.110.3","False","B.1.110.3","['B.1.110']"
"B.1.111","False","B.1.111","['B.1']"
"B.1.112","False","B.1.112","['B.1']"
"B.1.113","False","B.1.113","['B.1']"
"B.1.115","False","B.1.115","['B.1']"
"B.1.116","False","B.1.116","['B.1']"
"B.1.117","False","B.1.117","['B.1']"
"B.1.118","False","B.1.118","['B.1']"
"B.1.119","False","B.1.119","['B.1']"
"B.1.120","False","B.1.120","['B.1']"
"B.1.124","False","B.1.124","['B.1']"
"B.1.126","False","B.1.126","['B.1']"
"B.1.127","False","B.1.127","['B.1']"
"B.1.128","False","B.1.128","['B.1']"
"B.1.131","False","B.1.131","['B.1']"
"B.1.134","False","B.1.134","['B.1']"
"B.1.137","False","B.1.137","['B.1']"
"B.1.139","False","B.1.139","['B.1']"
"B.1.140","False","B.1.140","['B.1']"
"B.1.142","False","B.1.142","['B.1']"
"B.1.143","False","B.1.143","['B.1']"
"B.1.145","False","B.1.145","['B.1']"
"B.1.146","False","B.1.146","['B.1']"
"B.1.147","False","B.1.147","['B.1']"
"B.1.149","False","B.1.149","['B.1']"
"B.1.151","False","B.1.151","['B.1']"
"B.1.153","False","B.1.153","['B.1']"
"B.1.157","False","B.1.157","['B.1']"
"B.1.158","False","B.1.158","['B.1']"
"B.1.159","False","B.1.159","['B.1']"
"B.1.160","False","B.1.160","['B.1']"
"B.1.160.7","False","B.1.160.7","['B.1.160']"
"B.1.160.8","False","B.1.160.8","['B.1.160']"
"B.1.160.9","False","B.1.160.9","['B.1.160']"
"B.1.160.10","False","B.1.160.10","['B.1.160']"
"B.1.160.11","False","B.1.160.11","['B.1.160']"
"B.1.160.12","False","B.1.160.12","['B.1.160']"
"B.1.160.13","False","B.1.160.13","['B.1.160']"
"B.1.160.14","False","B.1.160.14","['B.1.160']"
"B.1.160.15","False","B.1.160.15","['B.1.160']"
"B.1.160.16","False","B.1.160.16","['B.1.160']"
"AB.1","False","B.1.160.16.1","['B.1.160.16']"
"B.1.160.17","False","B.1.160.17","['B.1.160']"
"B.1.160.18","False","B.1.160.18","['B.1.160']"
"B.1.160.19","False","B.1.160.19","['B.1.160']"
"B.1.160.20","False","B.1.160.20","['B.1.160']"
"B.1.160.21","False","B.1.160.21","['B.1.160']"
"B.1.160.22","False","B.1.160.22","['B.1.160']"
"B.1.160.23","False","B.1.160.23","['B.1.160']"
"B.1.160.24","False","B.1.160.24","['B.1.160']"
"B.1.160.25","False","B.1.160.25","['B.1.160']"
"B.1.160.26","False","B.1.160.26","['B.1.160']"
"B.1.160.27","False","B.1.160.27","['B.1.160']"
"B.1.160.28","False","B.1.160.28","['B.1.160']"
"B.1.160.29","False","B.1.160.29","['B.1.160']"
"B.1.160.30","False","B.1.160.30","['B.1.160']"
"B.1.160.31","False","B.1.160.31","['B.1.160']"
"B.1.160.32","False","B.1.160.32","['B.1.160']"
"B.1.160.33","False","B.1.160.33","['B.1.160']"
"B.1.161","False","B.1.161","['B.1']"
"B.1.162","False","B.1.162","['B.1']"
"B.1.163","False","B.1.163","['B.1']"
"B.1.164","False","B.1.164","['B.1']"
"B.1.165","False","B.1.165","['B.1']"
"B.1.166","False","B.1.166","['B.1']"
"B.1.167","False","B.1.167","['B.1']"
"B.1.168","False","B.1.168","['B.1']"
"B.1.169","False","B.1.169","['B.1']"
"B.1.170","False","B.1.170","['B.1']"
"B.1.173","False","B.1.173","['B.1']"
"B.1.177","False","B.1.177","['B.1']"
"B.1.177.2","False","B.1.177.2","['B.1.177']"
"B.1.177.3","False","B.1.177.3","['B.1.177']"
"B.1.177.4","False","B.1.177.4","['B.1.177']"
"B.1.177.5","False","B.1.177.5","['B.1.177']"
"B.1.177.6","False","B.1.177.6","['B.1.177']"
"B.1.177.7","False","B.1.177.7","['B.1.177']"
"B.1.177.8","False","B.1.177.8","['B.1.177']"
"B.1.177.9","False","B.1.177.9","['B.1.177']"
"B.1.177.10","False","B.1.177.10","['B.1.177']"
"B.1.177.11","False","B.1.177.11","['B.1.177']"
"B.1.177.12","False","B.1.177.12","['B.1.177']"
"B.1.177.14","False","B.1.177.14","['B.1.177']"
"B.1.177.15","False","B.1.177.15","['B.1.177']"
"AA.1","False","B.1.177.15.1","['B.1.177.15']"
"AA.2","False","B.1.177.15.2","['B.1.177.15']"
"AA.3","False","B.1.177.15.3","['B.1.177.15']"
"AA.4","False","B.1.177.15.4","['B.1.177.15']"
"AA.5","False","B.1.177.15.5","['B.1.177.15']"
"AA.6","False","B.1.177.15.6","['B.1.177.15']"
"AA.7","False","B.1.177.15.7","['B.1.177.15']"
"AA.8","False","B.1.177.15.8","['B.1.177.15']"
"B.1.177.16","False","B.1.177.16","['B.1.177']"
"B.1.177.17","False","B.1.177.17","['B.1.177']"
"B.1.177.18","False","B.1.177.18","['B.1.177']"
"B.1.177.19","False","B.1.177.19","['B.1.177']"
"B.1.177.20","False","B.1.177.20","['B.1.177']"
"B.1.177.21","False","B.1.177.21","['B.1.177']"
"B.1.177.23","False","B.1.177.23","['B.1.177']"
"B.1.177.24","False","B.1.177.24","['B.1.177']"
"B.1.177.25","False","B.1.177.25","['B.1.177']"
"B.1.177.26","False","B.1.177.26","['B.1.177']"
"B.1.177.27","False","B.1.177.27","['B.1.177']"
"B.1.177.28","False","B.1.177.28","['B.1.177']"
"B.1.177.29","False","B.1.177.29","['B.1.177']"
"B.1.177.30","False","B.1.177.30","['B.1.177']"
"B.1.177.31","False","B.1.177.31","['B.1.177']"
"B.1.177.32","False","B.1.177.32","['B.1.177']"
"B.1.177.33","False","B.1.177.33","['B.1.177']"
"B.1.177.34","False","B.1.177.34","['B.1.177']"
"B.1.177.35","False","B.1.177.35","['B.1.177']"
"B.1.177.36","False","B.1.177.36","['B.1.177']"
"B.1.177.37","False","B.1.177.37","['B.1.177']"
"B.1.177.38","False","B.1.177.38","['B.1.177']"
"B.1.177.39","False","B.1.177.39","['B.1.177']"
"B.1.177.40","False","B.1.177.40","['B.1.177']"
"B.1.177.41","False","B.1.177.41","['B.1.177']"
"B.1.177.42","False","B.1.177.42","['B.1.177']"
"B.1.177.43","False","B.1.177.43","['B.1.177']"
"B.1.177.44","False","B.1.177.44","['B.1.177']"
"B.1.177.45","False","B.1.177.45","['B.1.177']"
"B.1.177.46","False","B.1.177.46","['B.1.177']"
"B.1.177.47","False","B.1.177.47","['B.1.177']"
"B.1.177.48","False","B.1.177.48","['B.1.177']"
"B.1.177.49","False","B.1.177.49","['B.1.177']"
"B.1.177.50","False","B.1.177.50","['B.1.177']"
"Z.1","False","B.1.177.50.1","['B.1.177.50']"
"B.1.177.51","False","B.1.177.51","['B.1.177']"
"B.1.177.52","False","B.1.177.52","['B.1.177']"
"Y.1","False","B.1.177.52.1","['B.1.177.52']"
"B.1.177.53","False","B.1.177.53","['B.1.177']"
"W.1","False","B.1.177.53.1","['B.1.177.53']"
"W.2","False","B.1.177.53.2","['B.1.177.53']"
"W.3","False","B.1.177.53.3","['B.1.177.53']"
"W.4","False","B.1.177.53.4","['B.1.177.53']"
"B.1.177.54","False","B.1.177.54","['B.1.177']"
"V.1","False","B.1.177.54.1","['B.1.177.54']"
"V.2","False","B.1.177.54.2","['B.1.177.54']"
"B.1.177.55","False","B.1.177.55","['B.1.177']"
"B.1.177.56","False","B.1.177.56","['B.1.177']"
"B.1.177.57","False","B.1.177.57","['B.1.177']"
"B.1.177.58","False","B.1.177.58","['B.1.177']"
"B.1.177.59","False","B.1.177.59","['B.1.177']"
"B.1.177.60","False","B.1.177.60","['B.1.177']"
"U.1","False","B.1.177.60.1","['B.1.177.60']"
"U.2","False","B.1.177.60.2","['B.1.177.60']"
"U.3","False","B.1.177.60.3","['B.1.177.60']"
"B.1.177.61","False","B.1.177.61","['B.1.177']"
"B.1.177.62","False","B.1.177.62","['B.1.177']"
"B.1.177.63","False","B.1.177.63","['B.1.177']"
"B.1.177.64","False","B.1.177.64","['B.1.177']"
"B.1.177.65","False","B.1.177.65","['B.1.177']"
"B.1.177.66","False","B.1.177.66","['B.1.177']"
"B.1.177.67","False","B.1.177.67","['B.1.177']"
"B.1.177.68","False","B.1.177.68","['B.1.177']"
"B.1.177.69","False","B.1.177.69","['B.1.177']"
"B.1.177.70","False","B.1.177.70","['B.1.177']"
"B.1.177.71","False","B.1.177.71","['B.1.177']"
"B.1.177.72","False","B.1.177.72","['B.1.177']"
"B.1.177.73","False","B.1.177.73","['B.1.177']"
"B.1.177.74","False","B.1.177.74","['B.1.177']"
"B.1.177.75","False","B.1.177.75","['B.1.177']"
"B.1.177.76","False","B.1.177.76","['B.1.177']"
"B.1.177.77","False","B.1.177.77","['B.1.177']"
"B.1.177.78","False","B.1.177.78","['B.1.177']"
"B.1.177.80","False","B.1.177.80","['B.1.177']"
"B.1.177.81","False","B.1.177.81","['B.1.177']"
"B.1.177.82","False","B.1.177.82","['B.1.177']"
"B.1.177.83","False","B.1.177.83","['B.1.177']"
"B.1.177.84","False","B.1.177.84","['B.1.177']"
"B.1.177.85","False","B.1.177.85","['B.1.177']"
"B.1.177.86","False","B.1.177.86","['B.1.177']"
"B.1.177.87","False","B.1.177.87","['B.1.177']"
"B.1.177.88","False","B.1.177.88","['B.1.177']"
"B.1.177.89","False","B.1.177.89","['B.1.177']"
"B.1.178","False","B.1.178","['B.1']"
"B.1.179","False","B.1.179","['B.1']"
"B.1.180","False","B.1.180","['B.1']"
"B.1.181","False","B.1.181","['B.1']"
"B.1.182","False","B.1.182","['B.1']"
"B.1.184","False","B.1.184","['B.1']"
"B.1.187","False","B.1.187","['B.1']"
"B.1.188","False","B.1.188","['B.1']"
"B.1.189","False","B.1.189","['B.1']"
"B.1.190","False","B.1.190","['B.1']"
"B.1.192","False","B.1.192","['B.1']"
"B.1.194","False","B.1.194","['B.1']"
"B.1.195","False","B.1.195","['B.1']"
"B.1.198","False","B.1.198","['B.1']"
"B.1.199","False","B.1.199","['B.1']"
"B.1.201","False","B.1.201","['B.1']"
"B.1.203","False","B.1.203","['B.1']"
"B.1.206","False","B.1.206","['B.1']"
"B.1.205","False","B.1.205","['B.1']"
"B.1.208","False","B.1.208","['B.1']"
"B.1.210","False","B.1.210","['B.1']"
"B.1.211","False","B.1.211","['B.1']"
"B.1.212","False","B.1.212","['B.1']"
"B.1.213","False","B.1.213","['B.1']"
"B.1.214","False","B.1.214","['B.1']"
"B.1.214.1","False","B.1.214.1","['B.1.214']"
"B.1.214.2","False","B.1.214.2","['B.1.214']"
"B.1.214.3","False","B.1.214.3","['B.1.214']"
"B.1.214.4","False","B.1.214.4","['B.1.214']"
"B.1.215","False","B.1.215","['B.1']"
"B.1.218","False","B.1.218","['B.1']"
"B.1.219","False","B.1.219","['B.1']"
"B.1.220","False","B.1.220","['B.1']"
"B.1.221","False","B.1.221","['B.1']"
"B.1.221.1","False","B.1.221.1","['B.1.221']"
"B.1.221.2","False","B.1.221.2","['B.1.221']"
"B.1.221.3","False","B.1.221.3","['B.1.221']"
"B.1.221.4","False","B.1.221.4","['B.1.221']"
"B.1.222","False","B.1.222","['B.1']"
"B.1.223","False","B.1.223","['B.1']"
"B.1.224","False","B.1.224","['B.1']"
"B.1.225","False","B.1.225","['B.1']"
"B.1.227","False","B.1.227","['B.1']"
"B.1.229","False","B.1.229","['B.1']"
"B.1.231","False","B.1.231","['B.1']"
"B.1.232","False","B.1.232","['B.1']"
"B.1.233","False","B.1.233","['B.1']"
"B.1.234","False","B.1.234","['B.1']"
"B.1.235","False","B.1.235","['B.1']"
"B.1.236","False","B.1.236","['B.1']"
"B.1.237","False","B.1.237","['B.1']"
"B.1.238","False","B.1.238","['B.1']"
"B.1.239","False","B.1.239","['B.1']"
"B.1.240","False","B.1.240","['B.1']"
"B.1.240.1","False","B.1.240.1","['B.1.240']"
"B.1.240.2","False","B.1.240.2","['B.1.240']"
"B.1.241","False","B.1.241","['B.1']"
"B.1.243","False","B.1.243","['B.1']"
"B.1.243.1","False","B.1.243.1","['B.1.243']"
"B.1.243.2","False","B.1.243.2","['B.1.243']"
"B.1.242","False","B.1.242","['B.1']"
"B.1.245","False","B.1.245","['B.1']"
"B.1.247","False","B.1.247","['B.1']"
"B.1.249","False","B.1.249","['B.1']"
"B.1.248","False","B.1.248","['B.1']"
"B.1.250","False","B.1.250","['B.1']"
"B.1.251","False","B.1.251","['B.1']"
"B.1.252","False","B.1.252","['B.1']"
"B.1.254","False","B.1.254","['B.1']"
"B.1.256","False","B.1.256","['B.1']"
"B.1.258","False","B.1.258","['B.1']"
"B.1.258.2","False","B.1.258.2","['B.1.258']"
"G.1","False","B.1.258.2.1","['B.1.258.2']"
"B.1.258.3","False","B.1.258.3","['B.1.258']"
"B.1.258.4","False","B.1.258.4","['B.1.258']"
"B.1.258.5","False","B.1.258.5","['B.1.258']"
"B.1.258.6","False","B.1.258.6","['B.1.258']"
"B.1.258.7","False","B.1.258.7","['B.1.258']"
"B.1.258.9","False","B.1.258.9","['B.1.258']"
"B.1.258.10","False","B.1.258.10","['B.1.258']"
"B.1.258.11","False","B.1.258.11","['B.1.258']"
"B.1.258.12","False","B.1.258.12","['B.1.258']"
"B.1.258.14","False","B.1.258.14","['B.1.258']"
"B.1.258.15","False","B.1.258.15","['B.1.258']"
"B.1.258.16","False","B.1.258.16","['B.1.258']"
"B.1.258.17","False","B.1.258.17","['B.1.258']"
"B.1.258.18","False","B.1.258.18","['B.1.258']"
"B.1.258.19","False","B.1.258.19","['B.1.258']"
"B.1.258.20","False","B.1.258.20","['B.1.258']"
"B.1.258.21","False","B.1.258.21","['B.1.258']"
"B.1.258.22","False","B.1.258.22","['B.1.258']"
"B.1.258.23","False","B.1.258.23","['B.1.258']"
"B.1.258.24","False","B.1.258.24","['B.1.258']"
"B.1.260","False","B.1.260","['B.1']"
"B.1.263","False","B.1.263","['B.1']"
"B.1.264","False","B.1.264","['B.1']"
"B.1.264.1","False","B.1.264.1","['B.1.264']"
"B.1.265","False","B.1.265","['B.1']"
"B.1.267","False","B.1.267","['B.1']"
"B.1.268","False","B.1.268","['B.1']"
"B.1.270","False","B.1.270","['B.1']"
"B.1.273","False","B.1.273","['B.1']"
"B.1.274","False","B.1.274","['B.1']"
"B.1.276","False","B.1.276","['B.1']"
"B.1.277","False","B.1.277","['B.1']"
"B.1.279","False","B.1.279","['B.1']"
"B.1.280","False","B.1.280","['B.1']"
"B.1.281","False","B.1.281","['B.1']"
"B.1.282","False","B.1.282","['B.1']"
"B.1.284","False","B.1.284","['B.1']"
"B.1.285","False","B.1.285","['B.1']"
"B.1.287","False","B.1.287","['B.1']"
"B.1.289","False","B.1.289","['B.1']"
"B.1.291","False","B.1.291","['B.1']"
"B.1.292","False","B.1.292","['B.1']"
"B.1.293","False","B.1.293","['B.1']"
"B.1.294","False","B.1.294","['B.1']"
"B.1.298","False","B.1.298","['B.1']"
"B.1.301","False","B.1.301","['B.1']"
"B.1.302","False","B.1.302","['B.1']"
"B.1.304","False","B.1.304","['B.1']"
"B.1.305","False","B.1.305","['B.1']"
"B.1.306","False","B.1.306","['B.1']"
"B.1.308","False","B.1.308","['B.1']"
"B.1.309","False","B.1.309","['B.1']"
"B.1.310","False","B.1.310","['B.1']"
"B.1.311","False","B.1.311","['B.1']"
"B.1.313","False","B.1.313","['B.1']"
"B.1.314","False","B.1.314","['B.1']"
"B.1.315","False","B.1.315","['B.1']"
"B.1.316","False","B.1.316","['B.1']"
"B.1.318","False","B.1.318","['B.1']"
"B.1.319","False","B.1.319","['B.1']"
"B.1.320","False","B.1.320","['B.1']"
"B.1.321","False","B.1.321","['B.1']"
"B.1.323","False","B.1.323","['B.1']"
"B.1.324","False","B.1.324","['B.1']"
"B.1.325","False","B.1.325","['B.1']"
"B.1.326","False","B.1.326","['B.1']"
"B.1.328","False","B.1.328","['B.1']"
"B.1.329","False","B.1.329","['B.1']"
"B.1.330","False","B.1.330","['B.1']"
"B.1.332","False","B.1.332","['B.1']"
"B.1.333","False","B.1.333","['B.1']"
"B.1.334","False","B.1.334","['B.1']"
"B.1.335","False","B.1.335","['B.1']"
"B.1.336","False","B.1.336","['B.1']"
"B.1.337","False","B.1.337","['B.1']"
"B.1.338","False","B.1.338","['B.1']"
"B.1.340","False","B.1.340","['B.1']"
"B.1.341","False","B.1.341","['B.1']"
"B.1.342","False","B.1.342","['B.1']"
"B.1.344","False","B.1.344","['B.1']"
"B.1.346","False","B.1.346","['B.1']"
"B.1.348","False","B.1.348","['B.1']"
"B.1.349","False","B.1.349","['B.1']"
"B.1.350","False","B.1.350","['B.1']"
"B.1.350.1","False","B.1.350.1","['B.1.350']"
"B.1.351","False","B.1.351","['B.1']"
"B.1.351.1","False","B.1.351.1","['B.1.351']"
"B.1.351.2","False","B.1.351.2","['B.1.351']"
"B.1.351.3","False","B.1.351.3","['B.1.351']"
"B.1.351.5","False","B.1.351.5","['B.1.351']"
"B.1.343","False","B.1.343","['B.1']"
"B.1.354","False","B.1.354","['B.1']"
"B.1.355","False","B.1.355","['B.1']"
"B.1.356","False","B.1.356","['B.1']"
"B.1.357","False","B.1.357","['B.1']"
"B.1.358","False","B.1.358","['B.1']"
"B.1.359","False","B.1.359","['B.1']"
"B.1.360","False","B.1.360","['B.1']"
"B.1.361","False","B.1.361","['B.1']"
"B.1.362","False","B.1.362","['B.1']"
"B.1.362.1","False","B.1.362.1","['B.1.362']"
"B.1.362.2","False","B.1.362.2","['B.1.362']"
"B.1.363","False","B.1.363","['B.1']"
"B.1.366","False","B.1.366","['B.1']"
"B.1.367","False","B.1.367","['B.1']"
"B.1.369","False","B.1.369","['B.1']"
"B.1.369.1","False","B.1.369.1","['B.1.369']"
"B.1.370","False","B.1.370","['B.1']"
"B.1.371","False","B.1.371","['B.1']"
"B.1.372","False","B.1.372","['B.1']"
"B.1.375","False","B.1.375","['B.1']"
"B.1.377","False","B.1.377","['B.1']"
"B.1.378","False","B.1.378","['B.1']"
"B.1.379","False","B.1.379","['B.1']"
"B.1.380","False","B.1.380","['B.1']"
"B.1.381","False","B.1.381","['B.1']"
"B.1.382","False","B.1.382","['B.1']"
"B.1.383","False","B.1.383","['B.1']"
"B.1.384","False","B.1.384","['B.1']"
"B.1.385","False","B.1.385","['B.1']"
"B.1.387","False","B.1.387","['B.1']"
"B.1.388","False","B.1.388","['B.1']"
"B.1.389","False","B.1.389","['B.1']"
"B.1.390","False","B.1.390","['B.1']"
"B.1.391","False","B.1.391","['B.1']"
"B.1.393","False","B.1.393","['B.1']"
"B.1.395","False","B.1.395","['B.1']"
"B.1.396","False","B.1.396","['B.1']"
"B.1.397","False","B.1.397","['B.1']"
"B.1.398","False","B.1.398","['B.1']"
"B.1.399","False","B.1.399","['B.1']"
"B.1.400","False","B.1.400","['B.1']"
"B.1.400.1","False","B.1.400.1","['B.1.400']"
"B.1.401","False","B.1.401","['B.1']"
"B.1.402","False","B.1.402","['B.1']"
"B.1.403","False","B.1.403","['B.1']"
"B.1.404","False","B.1.404","['B.1']"
"B.1.405","False","B.1.405","['B.1']"
"B.1.406","False","B.1.406","['B.1']"
"B.1.407","False","B.1.407","['B.1']"
"B.1.408","False","B.1.408","['B.1']"
"B.1.409","False","B.1.409","['B.1']"
"B.1.411","False","B.1.411","['B.1']"
"B.1.413","False","B.1.413","['B.1']"
"B.1.415","False","B.1.415","['B.1']"
"B.1.415.1","False","B.1.415.1","['B.1.415']"
"B.1.416","False","B.1.416","['B.1']"
"B.1.416.1","False","B.1.416.1","['B.1.416']"
"B.1.417","False","B.1.417","['B.1']"
"B.1.418","False","B.1.418","['B.1']"
"B.1.420","False","B.1.420","['B.1']"
"B.1.421","False","B.1.421","['B.1']"
"B.1.422","False","B.1.422","['B.1']"
"B.1.423","False","B.1.423","['B.1']"
"B.1.424","False","B.1.424","['B.1']"
"B.1.425","False","B.1.425","['B.1']"
"B.1.426","False","B.1.426","['B.1']"
"B.1.427","False","B.1.427","['B.1']"
"B.1.428","False","B.1.428","['B.1']"
"B.1.428.1","False","B.1.428.1","['B.1.428']"
"B.1.428.2","False","B.1.428.2","['B.1.428']"
"B.1.428.3","False","B.1.428.3","['B.1.428']"
"B.1.429","False","B.1.429","['B.1']"
"B.1.429.1","False","B.1.429.1","['B.1.429']"
"B.1.431","False","B.1.431","['B.1']"
"B.1.432","False","B.1.432","['B.1']"
"B.1.433","False","B.1.433","['B.1']"
"B.1.434","False","B.1.434","['B.1']"
"B.1.435","False","B.1.435","['B.1']"
"B.1.436","False","B.1.436","['B.1']"
"B.1.437","False","B.1.437","['B.1']"
"B.1.438","False","B.1.438","['B.1']"
"B.1.438.1","False","B.1.438.1","['B.1.438']"
"B.1.438.2","False","B.1.438.2","['B.1.438']"
"B.1.438.3","False","B.1.438.3","['B.1.438']"
"B.1.438.4","False","B.1.438.4","['B.1.438']"
"B.1.439","False","B.1.439","['B.1']"
"B.1.441","False","B.1.441","['B.1']"
"B.1.442","False","B.1.442","['B.1']"
"B.1.443","False","B.1.443","['B.1']"
"B.1.444","False","B.1.444","['B.1']"
"B.1.445","False","B.1.445","['B.1']"
"B.1.446","False","B.1.446","['B.1']"
"B.1.448","False","B.1.448","['B.1']"
"B.1.450","False","B.1.450","['B.1']"
"B.1.451","False","B.1.451","['B.1']"
"B.1.452","False","B.1.452","['B.1']"
"B.1.453","False","B.1.453","['B.1']"
"B.1.456","False","B.1.456","['B.1']"
"B.1.458","False","B.1.458","['B.1']"
"B.1.459","False","B.1.459","['B.1']"
"B.1.460","False","B.1.460","['B.1']"
"B.1.462","False","B.1.462","['B.1']"
"B.1.463","False","B.1.463","['B.1']"
"B.1.465","False","B.1.465","['B.1']"
"B.1.466","False","B.1.466","['B.1']"
"B.1.466.1","False","B.1.466.1","['B.1.466']"
"B.1.466.2","False","B.1.466.2","['B.1.466']"
"AU.1","False","B.1.466.2.1","['B.1.466.2']"
"AU.2","False","B.1.466.2.2","['B.1.466.2']"
"AU.3","False","B.1.466.2.3","['B.1.466.2']"
"B.1.467","False","B.1.467","['B.1']"
"B.1.468","False","B.1.468","['B.1']"
"B.1.469","False","B.1.469","['B.1']"
"B.1.470","False","B.1.470","['B.1']"
"B.1.471","False","B.1.471","['B.1']"
"B.1.473","False","B.1.473","['B.1']"
"B.1.474","False","B.1.474","['B.1']"
"B.1.475","False","B.1.475","['B.1']"
"B.1.476","False","B.1.476","['B.1']"
"B.1.478","False","B.1.478","['B.1']"
"B.1.479","False","B.1.479","['B.1']"
"B.1.480","False","B.1.480","['B.1']"
"B.1.482","False","B.1.482","['B.1']"
"B.1.483","False","B.1.483","['B.1']"
"B.1.485","False","B.1.485","['B.1']"
"B.1.486","False","B.1.486","['B.1']"
"B.1.487","False","B.1.487","['B.1']"
"B.1.488","False","B.1.488","['B.1']"
"B.1.489","False","B.1.489","['B.1']"
"B.1.490","False","B.1.490","['B.1']"
"B.1.491","False","B.1.491","['B.1']"
"B.1.492","False","B.1.492","['B.1']"
"B.1.493","False","B.1.493","['B.1']"
"B.1.494","False","B.1.494","['B.1']"
"B.1.495","False","B.1.495","['B.1']"
"B.1.496","False","B.1.496","['B.1']"
"B.1.497","False","B.1.497","['B.1']"
"B.1.498","False","B.1.498","['B.1']"
"B.1.499","False","B.1.499","['B.1']"
"B.1.499.1","False","B.1.499.1","['B.1.499']"
"B.1.500","False","B.1.500","['B.1']"
"B.1.501","False","B.1.501","['B.1']"
"B.1.502","False","B.1.502","['B.1']"
"B.1.503","False","B.1.503","['B.1']"
"B.1.504","False","B.1.504","['B.1']"
"B.1.505","False","B.1.505","['B.1']"
"B.1.506","False","B.1.506","['B.1']"
"B.1.507","False","B.1.507","['B.1']"
"B.1.508","False","B.1.508","['B.1']"
"B.1.509","False","B.1.509","['B.1']"
"B.1.510","False","B.1.510","['B.1']"
"B.1.511","False","B.1.511","['B.1']"
"B.1.513","False","B.1.513","['B.1']"
"B.1.515","False","B.1.515","['B.1']"
"B.1.516","False","B.1.516","['B.1']"
"B.1.517","False","B.1.517","['B.1']"
"B.1.517.1","False","B.1.517.1","['B.1.517']"
"B.1.518","False","B.1.518","['B.1']"
"B.1.520","False","B.1.520","['B.1']"
"B.1.521","False","B.1.521","['B.1']"
"B.1.523","False","B.1.523","['B.1']"
"B.1.524","False","B.1.524","['B.1']"
"B.1.525","False","B.1.525","['B.1']"
"B.1.526","False","B.1.526","['B.1']"
"B.1.527","False","B.1.527","['B.1']"
"B.1.528","False","B.1.528","['B.1']"
"B.1.529","False","B.1.529","['B.1']"
"B.1.530","False","B.1.530","['B.1']"
"B.1.531","False","B.1.531","['B.1']"
"B.1.532","False","B.1.532","['B.1']"
"B.1.533","False","B.1.533","['B.1']"
"B.1.534","False","B.1.534","['B.1']"
"B.1.535","False","B.1.535","['B.1']"
"B.1.536","False","B.1.536","['B.1']"
"B.1.537","False","B.1.537","['B.1']"
"B.1.538","False","B.1.538","['B.1']"
"B.1.539","False","B.1.539","['B.1']"
"B.1.540","False","B.1.540","['B.1']"
"B.1.541","False","B.1.541","['B.1']"
"B.1.542","False","B.1.542","['B.1']"
"B.1.543","False","B.1.543","['B.1']"
"B.1.544","False","B.1.544","['B.1']"
"B.1.545","False","B.1.545","['B.1']"
"B.1.546","False","B.1.546","['B.1']"
"B.1.547","False","B.1.547","['B.1']"
"B.1.548","False","B.1.548","['B.1']"
"B.1.549","False","B.1.549","['B.1']"
"B.1.550","False","B.1.550","['B.1']"
"B.1.551","False","B.1.551","['B.1']"
"B.1.552","False","B.1.552","['B.1']"
"B.1.554","False","B.1.554","['B.1']"
"B.1.555","False","B.1.555","['B.1']"
"B.1.556","False","B.1.556","['B.1']"
"B.1.557","False","B.1.557","['B.1']"
"B.1.558","False","B.1.558","['B.1']"
"B.1.559","False","B.1.559","['B.1']"
"B.1.560","False","B.1.560","['B.1']"
"B.1.561","False","B.1.561","['B.1']"
"B.1.562","False","B.1.562","['B.1']"
"B.1.563","False","B.1.563","['B.1']"
"B.1.564","False","B.1.564","['B.1']"
"B.1.564.1","False","B.1.564.1","['B.1.564']"
"B.1.565","False","B.1.565","['B.1']"
"B.1.566","False","B.1.566","['B.1']"
"B.1.567","False","B.1.567","['B.1']"
"B.1.568","False","B.1.568","['B.1']"
"B.1.569","False","B.1.569","['B.1']"
