"pango","recombinant","alias_of","parents"
"B.1.1.404","False","B.1.1.404","['B.1.1']"
"B.1.1.405","False","B.1.1.405","['B.1.1']"
"AC.1","False","B.1.1.405.1","['B.1.1.405']"
"B.1.1.406","False","B.1.1.406","['B.1.1']"
"B.1.1.407","False","B.1.1.407","['B.1.1']"
"B.1.1.408","False","B.1.1.408","['B.1.1']"
"B.1.1.409","False","B.1.1.409","['B.1.1']"
"B.1.1.410","False","B.1.1.410","['B.1.1']"
"B.1.1.411","False","B.1.1.411","['B.1.1']"
"B.1.1.412","False","B.1.1.412","['B.1.1']"
"B.1.1.413","False","B.1.1.413","['B.1.1']"
"B.1.1.414","False","B.1.1.414","['B.1.1']"
"B.1.1.415","False","B.1.1.415","['B.1.1']"
"B.1.1.416","False","B.1.1.416","['B.1.1']"
"B.1.1.417","False","B.1.1.417","['B.1.1']"
"B.1.1.418","False","B.1.1.418","['B.1.1']"
"B.1.1.419","False","B.1.1.419","['B.1.1']"
"B.1.1.420","False","B.1.1.420","['B.1.1']"
"B.1.1.421","False","B.1.1.421","['B.1.1']"
"B.1.1.422","False","B.1.1.422","['B.1.1']"
"B.1.1.423","False","B.1.1.423","['B.1.1']"
"B.1.1.424","False","B.1.1.424","['B.1.1']"
"B.1.1.425","False","B.1.1.425","['B.1.1']"
"B.1.1.426","False","B.1.1.426","['B.1.1']"
"B.1.1.427","False","B.1.1.427","['B.1.1']"
"B.1.1.428","False","B.1.1.428","['B.1.1']"
"B.1.1.429","False","B.1.1.429","['B.1.1']"
"B.1.1.430","False","B.1.1.430","['B.1.1']"
"B.1.1.431","False","B.1.1.431","['B.1.1']"
"B.1.1.432","False","B.1.1.432","['B.1.1']"
"B.1.1.433","False","B.1.1.433","['B.1.1']"
"B.1.1.434","False","B.1.1.434","['B.1.1']"
"B.1.1.435","False","B.1.1.435","['B.1.1']"
"B.1.1.436","False","B.1.1.436","['B.1.1']"
"B.1.1.437","False","B.1.1.437","['B.1.1']"
"B.1.1.438","False","B.1.1.438","['B.1.1']"
"B.1.1.440","False","B.1.1.440","['B.1.1']"
"B.1.1.441","False","B.1.1.441","['B.1.1']"
"B.1.1.442","False","B.1.1.442","['B.1.1']"
"B.1.1.444","False","B.1.1.444","['B.1.1']"
"B.1.1.445","False","B.1.1.445","['B.1.1']"
"B.1.1.446","False","B.1.1.446","['B.1.1']"
"B.1.1.447","False","B.1.1.447","['B.1.1']"
"B.1.1.448","False","B.1.1.448","['B.1.1']"
"B.1.1.449","False","B.1.1.449","['B.1.1']"
"B.1.1.450","False","B.1.1.450","['B.1.1']"
"B.1.1.451","False","B.1.1.451","['B.1.1']"
"B.1.1.452","False","B.1.1.452","['B.1.1']"
"B.1.1.453","False","B.1.1.453","['B.1.1']"
"B.1.1.456","False","B.1.1.456","['B.1.1']"
"B.1.1.458","False","B.1.1.458","['B.1.1']"
"B.1.1.459","False","B.1.1.459","['B.1.1']"
"B.1.1.461","False","B.1.1.461","['B.1.1']"
"B.1.1.462","False","B.1.1.462","['B.1.1']"
"B.1.1.463","False","B.1.1.463","['B.1.1']"
"B.1.1.464","False","B.1.1.464","['B.1.1']"
"AW.1","False","B.1.1.464.1","['B.1.1.464']"
"B.1.1.465","False","B.1.1.465","['B.1.1']"
"B.1.1.466","False","B.1.1.466","['B.1.1']"
"B.1.1.467","False","B.1.1.467","['B.1.1']"
"B.1.1.480","False","B.1.1.480","['B.1.1']"
"B.1.1.481","False","B.1.1.481","['B.1.1']"
"B.1.1.482","False","B.1.1.482","['B.1.1']"
"AV.1","False","B.1.1.482.1","['B.1.1.482']"
"B.1.1.483","False","B.1.1.483","['B.1.1']"
"B.1.1.484","False","B.1.1.484","['B.1.1']"
"B.1.1.485","False","B.1.1.485","['B.1.1']"
"B.1.1.486","False","B.1.1.486","['B.1.1']"
"B.1.1.487","False","B.1.1.487","['B.1.1']"
"B.1.1.500","False","B.1.1.500","['B.1.1']"
"B.1.1.506","False","B.1.1.506","['B.1.1']"
"B.1.1.507","False","B.1.1.507","['B.1.1']"
"B.1.1.512","False","B.1.1.512","['B.1.1']"
"B.1.1.513","False","B.1.1.513","['B.1.1']"
"B.1.1.514","False","B.1.1.514","['B.1.1']"
"B.1.1.515","False","B.1.1.515","['B.1.1']"
"B.1.1.516","False","B.1.1.516","['B.1.1']"
"B.1.1.517","False","B.1.1.517","['B.1.1']"
"B.1.1.518","False","B.1.1.518","['B.1.1']"
"B.1.1.519","False","B.1.1.519","['B.1.1']"
"B.1.1.521","False","B.1.1.521","['B.1.1']"
"B.1.1.522","False","B.1.1.522","['B.1.1']"
"B.1.1.523","False","B.1.1.523","['B.1.1']"
"B.1.1.524","False","B.1.1.524","['B.1.1']"
"B.1.1.525","False","B.1.1.525","['B.1.1']"
"B.1.1.526","False","B.1.1.526","['B.1.1']"
"B.1.1.528","False","B.1.1.528","['B.1.1']"
"B.1.1.529","False","B.1.1.529","['B.1.1']"
"BA.1","False","B.1.1.529.1","['B.1.1.529']"
"BA.1.1","False","B.1.1.529.1.1","['BA.1']"
"BA.1.1.1","False","B.1.1.529.1.1.1","['BA.1.1']"
"BC.1","False","B.1.1.529.1.1.1.1","['BA.1.1.1']"
"BC.2","False","B.1.1.529.1.1.1.2","['BA.1.1.1']"
"BA.1.1.2","False","B.1.1.529.1.1.2","['BA.1.1']"
"BA.1.1.3","False","B.1.1.529.1.1.3","['BA.1.1']"
"BA.1.1.4","False","B.1.1.529.1.1.4","['BA.1.1']"
"BA.1.1.5","False","B.1.1.529.1.1.5","['BA.1.1']"
"BA.1.1.6","False","B.1.1.529.1.1.6","['BA.1.1']"
"BA.1.1.7","False","B.1.1.529.1.1.7","['BA.1.1']"
"BA.1.1.8","False","B.1.1.529.1.1.8","['BA.1.1']"
"BA.1.1.9","False","B.1.1.529.1.1.9","['BA.1.1']"
"BA.1.1.10","False","B.1.1.529.1.1.10","['BA.1.1']"
"BA.1.1.11","False","B.1.1.529.1.1.11","['BA.1.1']"
"BA.1.1.12","False","B.1.1.529.1.1.12","['BA.1.1']"
"BA.1.1.13","False","B.1.1.529.1.1.13","['BA.1.1']"
"BA.1.1.14","False","B.1.1.529.1.1.14","['BA.1.1']"
"BA.1.1.15","False","B.1.1.529.1.1.15","['BA.1.1']"
"BA.1.1.16","False","B.1.1.529.1.1.16","['BA.1.1']"
"BA.1.1.17","False","B.1.1.529.1.1.17","['BA.1.1']"
"BA.1.1.18","False","B.1.1.529.1.1.18","['BA.1.1']"
"BA.1.2","False","B.1.1.529.1.2","['BA.1']"
"BA.1.3","False","B.1.1.529.1.3","['BA.1']"
"BA.1.4","False","B.1.1.529.1.4","['BA.1']"
"BA.1.5","False","B.1.1.529.1.5","['BA.1']"
"BA.1.6","False","B.1.1.529.1.6","['BA.1']"
"BA.1.7","False","B.1.1.529.1.7","['BA.1']"
"BA.1.8","False","B.1.1.529.1.8","['BA.1']"
"BA.1.9","False","B.1.1.529.1.9","['BA.1']"
"BA.1.10","False","B.1.1.529.1.10","['BA.1']"
"BA.1.12","False","B.1.1.529.1.12","['BA.1']"
"BA.1.13","False","B.1.1.529.1.13","['BA.1']"
"BA.1.13.1","False","B.1.1.529.1.13.1","['BA.1.13']"
"BA.1.14","False","B.1.1.529.1.14","['BA.1']"
"BA.1.14.1","False","B.1.1.529.1.14.1","['BA.1.14']"
"BA.1.14.2","False","B.1.1.529.1.14.2","['BA.1.14']"
"BA.1.15","False","B.1.1.529.1.15","['BA.1']"
"BA.1.15.1","False","B.1.1.529.1.15.1","['BA.1.15']"
"BA.1.15.2","False","B.1.1.529.1.15.2","['BA.1.15']"
"BA.1.15.3","False","B.1.1.529.1.15.3","['BA.1.15']"
"BA.1.16","False","B.1.1.529.1.16","['BA.1']"
"BA.1.16.1","False","B.1.1.529.1.16.1","['BA.1.16']"
"BA.1.16.2","False","B.1.1.529.1.16.2","['BA.1.16']"
"BA.1.17","False","B.1.1.529.1.17","['BA.1']"
"BA.1.17.1","False","B.1.1.529.1.17.1","['BA.1.17']"
"BA.1.17.2","False","B.1.1.529.1.17.2","['BA.1.17']"
"BD.1","False","B.1.1.529.1.17.2.1","['BA.1.17.2']"
"BA.1.18","False","B.1.1.529.1.18","['BA.1']"
"BA.1.19","False","B.1.1.529.1.19","['BA.1']"
"BA.1.20","False","B.1.1.529.1.20","['BA.1']"
"BA.1.21","False","B.1.1.529.1.21","['BA.1']"
"BA.1.21.1","False","B.1.1.529.1.21.1","['BA.1.21']"
"BA.1.22","False","B.1.1.529.1.22","['BA.1']"
"BA.1.23","False","B.1.1.529.1.23","['BA.1']"
"BA.1.24","False","B.1.1.529.1.24","['BA.1']"
"BA.2","False","B.1.1.529.2","['B.1.1.529']"
"BA.2.1","False","B.1.1.529.2.1","['BA.2']"
"BA.2.2","False","B.1.1.529.2.2","['BA.2']"
"BA.2.2.1","False","B.1.1.529.2.2.1","['BA.2.2']"
"BA.2.3","False","B.1.1.529.2.3","['BA.2']"
"BA.2.3.1","False","B.1.1.529.2.3.1","['BA.2.3']"
"BA.2.3.2","False","B.1.1.529.2.3.2","['BA.2.3']"
"BS.1","False","B.1.1.529.2.3.2.1","['BA.2.3.2']"
"BS.1.1","False","B.1.1.529.2.3.2.1.1","['BS.1']"
"BS.1.2","False","B.1.1.529.2.3.2.1.2","['BS.1']"
"BA.2.3.4","False","B.1.1.529.2.3.4","['BA.2.3']"
"BA.2.3.5","False","B.1.1.529.2.3.5","['BA.2.3']"
"BA.2.3.6","False","B.1.1.529.2.3.6","['BA.2.3']"
"BA.2.3.7","False","B.1.1.529.2.3.7","['BA.2.3']"
"BA.2.3.8","False","B.1.1.529.2.3.8","['BA.2.3']"
"BA.2.3.9","False","B.1.1.529.2.3.9","['BA.2.3']"
"BA.2.3.10","False","B.1.1.529.2.3.10","['BA.2.3']"
"BA.2.3.11","False","B.1.1.529.2.3.11","['BA.2.3']"
"BA.2.3.12","False","B.1.1.529.2.3.12","['BA.2.3']"
"BA.2.3.13","False","B.1.1.529.2.3.13","['BA.2.3']"
"BA.2.3.14","False","B.1.1.529.2.3.14","['BA.2.3']"
"BA.2.3.15","False","B.1.1.529.2.3.15","['BA.2.3']"
"BA.2.3.16","False","B.1.1.529.2.3.16","['BA.2.3']"
"BP.1","False","B.1.1.529.2.3.16.1","['BA.2.3.16']"
"BA.2.3.17","False","B.1.1.529.2.3.17","['BA.2.3']"
"BA.2.3.18","False","B.1.1.529.2.3.18","['BA.2.3']"
"BA.2.3.19","False","B.1.1.529.2.3.19","['BA.2.3']"
"BA.2.3.20","False","B.1.1.529.2.3.20","['BA.2.3']"
"CM.1","False","B.1.1.529.2.3.20.1","['BA.2.3.20']"
"CM.2","False","B.1.1.529.2.3.20.2","['BA.2.3.20']"
"CM.2.1","False","B.1.1.529.2.3.20.2.1","['CM.2']"
"CM.3","False","B.1.1.529.2.3.20.3","['BA.2.3.20']"
"CM.4","False","B.1.1.529.2.3.20.4","['BA.2.3.20']"
"CM.4.1","False","B.1.1.529.2.3.20.4.1","['CM.4']"
"CM.5","False","B.1.1.529.2.3.20.5","['BA.2.3.20']"
"CM.5.1","False","B.1.1.529.2.3.20.5.1","['CM.5']"
"CM.5.2","False","B.1.1.529.2.3.20.5.2","['CM.5']"
"CM.6","False","B.1.1.529.2.3.20.6","['BA.2.3.20']"
"CM.6.1","False","B.1.1.529.2.3.20.6.1","['CM.6']"
"CM.7","False","B.1.1.529.2.3.20.7","['BA.2.3.20']"
"CM.7.1","False","B.1.1.529.2.3.20.7.1","['CM.7']"
"CM.7.1.1","False","B.1.1.529.2.3.20.7.1","['CM.7']"
"CM.8","False","B.1.1.529.2.3.20.8","['BA.2.3.20']"
"CM.8.1","False","B.1.1.529.2.3.20.8.1","['CM.8']"
"CM.8.1.1","False","B.1.1.529.2.3.20.8.1.1","['CM.8.1']"
"FV.1","False","B.1.1.529.2.3.20.8.1.1.1","['CM.8.1.1']"
"CM.8.1.2","False","B.1.1.529.2.3.20.8.1.2","['CM.8.1']"
"CM.8.1.3","False","B.1.1.529.2.3.20.8.1.3","['CM.8.1']"
"CM.8.1.4","False","B.1.1.529.2.3.20.8.1.4","['CM.8.1']"
"CM.8.1.5","False","B.1.1.529.2.3.20.8.1.5","['CM.8.1']"
"CM.9","False","B.1.1.529.2.3.20.9","['BA.2.3.20']"
"CM.10","False","B.1.1.529.2.3.20.10","['BA.2.3.20']"
"CM.11","False","B.1.1.529.2.3.20.11","['BA.2.3.20']"
"CM.12","False","B.1.1.529.2.3.20.12","['BA.2.3.20']"
"BA.2.3.21","False","B.1.1.529.2.3.21","['BA.2.3']"
"DD.1","False","B.1.1.529.2.3.21.1","['BA.2.3.21']"
"BA.2.3.22","False","B.1.1.529.2.3.22","['BA.2.3']"
"BA.2.4","False","B.1.1.529.2.4","['BA.2']"
"BA.2.5","False","B.1.1.529.2.5","['BA.2']"
"BA.2.6","False","B.1.1.529.2.6","['BA.2']"
"BA.2.7","False","B.1.1.529.2.7","['BA.2']"
"BA.2.8","False","B.1.1.529.2.8","['BA.2']"
"BA.2.9","False","B.1.1.529.2.9","['BA.2']"
"BA.2.9.1","False","B.1.1.529.2.9.1","['BA.2.9']"
"BA.2.9.2","False","B.1.1.529.2.9.2","['BA.2.9']"
"BA.2.9.3","False","B.1.1.529.2.9.3","['BA.2.9']"
"BA.2.9.4","False","B.1.1.529.2.9.4","['BA.2.9']"
"BA.2.9.5","False","B.1.1.529.2.9.5","['BA.2.9']"
"BA.2.9.6","False","B.1.1.529.2.9.6","['BA.2.9']"
"BA.2.9.7","False","B.1.1.529.2.9.7","['BA.2.9']"
"BA.2.10","False","B.1.1.529.2.10","['BA.2']"
"BA.2.10.1","False","B.1.1.529.2.10.1","['BA.2.10']"
"BJ.1","False","B.1.1.529.2.10.1.1","['BA.2.10.1']"
"BA.2.10.2","False","B.1.1.529.2.10.2","['BA.2.10']"
"BA.2.10.3","False","B.1.1.529.2.10.3","['BA.2.10']"
"BA.2.10.4","False","B.1.1.529.2.10.4","['BA.2.10']"
"BA.2.11","False","B.1.1.529.2.11","['BA.2']"
"BA.2.12","False","B.1.1.529.2.12","['BA.2']"
"BA.2.12.1","False","B.1.1.529.2.12.1","['BA.2.12']"
"BG.1","False","B.1.1.529.2.12.1.1","['BA.2.12.1']"
"BG.2","False","B.1.1.529.2.12.1.2","['BA.2.12.1']"
"BG.3","False","B.1.1.529.2.12.1.3","['BA.2.12.1']"
"BG.4","False","B.1.1.529.2.12.1.4","['BA.2.12.1']"
"BG.5","False","B.1.1.529.2.12.1.5","['BA.2.12.1']"
"BG.6","False","B.1.1.529.2.12.1.6","['BA.2.12.1']"
"BG.7","False","B.1.1.529.2.12.1.7","['BA.2.12.1']"
"BA.2.12.2","False","B.1.1.529.2.12.2","['BA.2.12']"
"BA.2.13","False","B.1.1.529.2.13","['BA.2']"
"BA.2.13.1","False","B.1.1.529.2.13.1","['BA.2.13']"
"BA.2.14","False","B.1.1.529.2.14","['BA.2']"
"BA.2.15","False","B.1.1.529.2.15","['BA.2']"
"BA.2.16","False","B.1.1.529.2.16","['BA.2']"
"BA.2.17","False","B.1.1.529.2.17","['BA.2']"
"BA.2.18","False","B.1.1.529.2.18","['BA.2']"
"BA.2.19","False","B.1.1.529.2.19","['BA.2']"
"BA.2.20","False","B.1.1.529.2.20","['BA.2']"
"BA.2.21","False","B.1.1.529.2.21","['BA.2']"
"BA.2.22","False","B.1.1.529.2.22","['BA.2']"
"BA.2.23","False","B.1.1.529.2.23","['BA.2']"
"BA.2.23.1","False","B.1.1.529.2.23.1","['BA.2.23']"
"BA.2.24","False","B.1.1.529.2.24","['BA.2']"
"BA.2.25","False","B.1.1.529.2.25","['BA.2']"
"BA.2.25.1","False","B.1.1.529.2.25.1","['BA.2.25']"
"BA.2.26","False","B.1.1.529.2.26","['BA.2']"
"BA.2.27","False","B.1.1.529.2.27","['BA.2']"
"BA.2.28","False","B.1.1.529.2.28","['BA.2']"
"BA.2.29","False","B.1.1.529.2.29","['BA.2']"
"BA.2.30","False","B.1.1.529.2.30","['BA.2']"
"BA.2.31","False","B.1.1.529.2.31","['BA.2']"
"BA.2.31.1","False","B.1.1.529.2.31.1","['BA.2.31']"
"BA.2.32","False","B.1.1.529.2.32","['BA.2']"
"BA.2.33","False","B.1.1.529.2.33","['BA.2']"
"BA.2.34","False","B.1.1.529.2.34","['BA.2']"
"BA.2.35","False","B.1.1.529.2.35","['BA.2']"
"BA.2.36","False","B.1.1.529.2.36","['BA.2']"
"BA.2.37","False","B.1.1.529.2.37","['BA.2']"
"BA.2.38","False","B.1.1.529.2.38","['BA.2']"
"BA.2.38.1","False","B.1.1.529.2.38.1","['BA.2.38']"
"BA.2.38.2","False","B.1.1.529.2.38.2","['BA.2.38']"
"BA.2.38.3","False","B.1.1.529.2.38.3","['BA.2.38']"
"BA.2.38.4","False","B.1.1.529.2.38.4","['BA.2.38']"
"BH.1","False","B.1.1.529.2.38.3.1","['BA.2.38.3']"
"BA.2.39","False","B.1.1.529.2.39","['BA.2']"
"BA.2.40","False","B.1.1.529.2.40","['BA.2']"
"BA.2.40.1","False","B.1.1.529.2.40.1","['BA.2.40']"
"BA.2.41","False","B.1.1.529.2.41","['BA.2']"
"BA.2.42","False","B.1.1.529.2.42","['BA.2']"
"BA.2.43","False","B.1.1.529.2.43","['BA.2']"
"BA.2.44","False","B.1.1.529.2.44","['BA.2']"
"BA.2.45","False","B.1.1.529.2.45","['BA.2']"
"BA.2.46","False","B.1.1.529.2.46","['BA.2']"
"BA.2.47","False","B.1.1.529.2.47","['BA.2']"
"BA.2.48","False","B.1.1.529.2.48","['BA.2']"
"BA.2.49","False","B.1.1.529.2.49","['BA.2']"
"BA.2.50","False","B.1.1.529.2.50","['BA.2']"
"BA.2.51","False","B.1.1.529.2.51","['BA.2']"
"BA.2.52","False","B.1.1.529.2.52","['BA.2']"
"BA.2.53","False","B.1.1.529.2.53","['BA.2']"
"BA.2.54","False","B.1.1.529.2.54","['BA.2']"
"BA.2.55","False","B.1.1.529.2.55","['BA.2']"
"BA.2.56","False","B.1.1.529.2.56","['BA.2']"
"BA.2.56.1","False","B.1.1.529.2.56.1","['BA.2.56']"
"BA.2.57","False","B.1.1.529.2.57","['BA.2']"
"BA.2.58","False","B.1.1.529.2.58","['BA.2']"
"BA.2.59","False","B.1.1.529.2.59","['BA.2']"
"BA.2.60","False","B.1.1.529.2.60","['BA.2']"
"BA.2.61","False","B.1.1.529.2.61","['BA.2']"
"BA.2.62","False","B.1.1.529.2.62","['BA.2']"
"BA.2.63","False","B.1.1.529.2.63","['BA.2']"
"BA.2.64","False","B.1.1.529.2.64","['BA.2']"
"BA.2.65","False","B.1.1.529.2.65","['BA.2']"
"BA.2.66","False","B.1.1.529.2.66","['BA.2']"
"BA.2.67","False","B.1.1.529.2.67","['BA.2']"
"BA.2.68","False","B.1.1.529.2.68","['BA.2']"
"BA.2.69","False","B.1.1.529.2.69","['BA.2']"
"BA.2.70","False","B.1.1.529.2.70","['BA.2']"
"BA.2.71","False","B.1.1.529.2.71","['BA.2']"
"BA.2.72","False","B.1.1.529.2.72","['BA.2']"
"BA.2.73","False","B.1.1.529.2.73","['BA.2']"
"BA.2.74","False","B.1.1.529.2.74","['BA.2']"
"BA.2.75","False","B.1.1.529.2.75","['BA.2']"
"BA.2.75.1","False","B.1.1.529.2.75.1","['BA.2.75']"
"BL.1","False","B.1.1.529.2.75.1.1","['BA.2.75.1']"
"BL.1.1","False","B.1.1.529.2.75.1.1.1","['BL.1']"
"BL.1.2","False","B.1.1.529.2.75.1.1.2","['BL.1']"
"BL.1.3","False","B.1.1.529.2.75.1.1.3","['BL.1']"
"BL.1.4","False","B.1.1.529.2.75.1.1.4","['BL.1']"
"BL.1.5","False","B.1.1.529.2.75.1.1.5","['BL.1']"
"BL.2","False","B.1.1.529.2.75.1.2","['BA.2.75.1']"
"BL.2.1","False","B.1.1.529.2.75.1.2.1","['BL.2']"
"BL.3","False","B.1.1.529.2.75.1.3","['BA.2.75.1']"
"BL.4","False","B.1.1.529.2.75.1.4","['BA.2.75.1']"
"BL.5","False","B.1.1.529.2.75.1.5","['BA.2.75.1']"
"BL.6","False","B.1.1.529.2.75.1.6","['BA.2.75.1']"
"BA.2.75.2","False","B.1.1.529.2.75.2","['BA.2.75']"
"CA.1","False","B.1.1.529.2.75.2.1","['BA.2.75.2']"
"CA.2","False","B.1.1.529.2.75.2.2","['BA.2.75.2']"
"CA.3","False","B.1.1.529.2.75.2.3","['BA.2.75.2']"
"CA.3.1","False","B.1.1.529.2.75.2.3.1","['CA.3']"
"CA.4","False","B.1.1.529.2.75.2.4","['BA.2.75.2']"
"CA.5","False","B.1.1.529.2.75.2.5","['BA.2.75.2']"
"CA.6","False","B.1.1.529.2.75.2.6","['BA.2.75.2']"
"CA.7","False","B.1.1.529.2.75.2.7","['BA.2.75.2']"
"BA.2.75.3","False","B.1.1.529.2.75.3","['BA.2.75']"
"BM.1","False","B.1.1.529.2.75.3.1","['BA.2.75.3']"
"BM.1.1","False","B.1.1.529.2.75.3.1.1","['BM.1']"
"BM.1.1.1","False","B.1.1.529.2.75.3.1.1.1","['BM.1.1']"
"CJ.1","False","B.1.1.529.2.75.3.1.1.1.1","['BM.1.1.1']"
"CJ.1.1","False","B.1.1.529.2.75.3.1.1.1.1.1","['CJ.1']"
"CJ.1.2","False","B.1.1.529.2.75.3.1.1.1.1.2","['CJ.1']"
"CJ.1.3","False","B.1.1.529.2.75.3.1.1.1.1.3","['CJ.1']"
"CJ.1.3.1","False","B.1.1.529.2.75.3.1.1.1.1.3.1","['CJ.1.3']"
"CJ.1.3.2","False","B.1.1.529.2.75.3.1.1.1.1.3.2","['CJ.1.3']"
"BM.1.1.2","False","B.1.1.529.2.75.3.1.1.2","['BM.1.1']"
"BM.1.1.3","False","B.1.1.529.2.75.3.1.1.3","['BM.1.1']"
"CV.1","False","B.1.1.529.2.75.3.1.1.3.1","['BM.1.1.3']"
"CV.2","False","B.1.1.529.2.75.3.1.1.3.2","['BM.1.1.3']"
"BM.1.1.4","False","B.1.1.529.2.75.3.1.1.4","['BM.1.1']"
"EP.1","False","B.1.1.529.2.75.3.1.1.4.1","['BM.1.1.4']"
"EP.2","False","B.1.1.529.2.75.3.1.1.4.2","['BM.1.1.4']"
"BM.1.1.5","False","B.1.1.529.2.75.3.1.1.5","['BM.1.1']"
"BM.2","False","B.1.1.529.2.75.3.2","['BA.2.75.3']"
"BM.2.1","False","B.1.1.529.2.75.3.2.1","['BM.2']"
"BM.2.2","False","B.1.1.529.2.75.3.2.2","['BM.2']"
"BM.2.3","False","B.1.1.529.2.75.3.2.3","['BM.2']"
"BM.3","False","B.1.1.529.2.75.3.3","['BA.2.75.3']"
"BM.4","False","B.1.1.529.2.75.3.4","['BA.2.75.3']"
"BM.4.1","False","B.1.1.529.2.75.3.4.1","['BM.4']"
"BM.4.1.1","False","B.1.1.529.2.75.3.4.1.1","['BM.4.1']"
"CH.1","False","B.1.1.529.2.75.3.4.1.1.1","['BM.4.1.1']"
"CH.1.1","False","B.1.1.529.2.75.3.4.1.1.1.1","['CH.1']"
"CH.1.1.1","False","B.1.1.529.2.75.3.4.1.1.1.1.1","['CH.1.1']"
"DV.1","False","B.1.1.529.2.75.3.4.1.1.1.1.1.1","['CH.1.1.1']"
"DV.1.1","False","B.1.1.529.2.75.3.4.1.1.1.1.1.1.1","['DV.1']"
"DV.2","False","B.1.1.529.2.75.3.4.1.1.1.1.1.2","['CH.1.1.1']"
"DV.3","False","B.1.1.529.2.75.3.4.1.1.1.1.1.3","['CH.1.1.1']"
"DV.3.1","False","B.1.1.529.2.75.3.4.1.1.1.1.1.3.1","['DV.3']"
"DV.4","False","B.1.1.529.2.75.3.4.1.1.1.1.1.4","['CH.1.1.1']"
"DV.5","False","B.1.1.529.2.75.3.4.1.1.1.1.1.5","['CH.1.1.1']"
"DV.6","False","B.1.1.529.2.75.3.4.1.1.1.1.1.6","['CH.1.1.1']"
"DV.6.1","False","B.1.1.529.2.75.3.4.1.1.1.1.1.6.1","['DV.6']"
"DV.6.2","False","B.1.1.529.2.75.3.4.1.1.1.1.1.6.2","['DV.6']"
"DV.7","False","B.1.1.529.2.75.3.4.1.1.1.1.1.7","['CH.1.1.1']"
"DV.7.1","False","B.1.1.529.2.75.3.4.1.1.1.1.1.7","['CH.1.1.1']"
"DV.8","False","B.1.1.529.2.75.3.4.1.1.1.1.1.8","['CH.1.1.1']"
"CH.1.1.2","False","B.1.1.529.2.75.3.4.1.1.1.1.2","['CH.1.1']"
"CH.1.1.3","False","B.1.1.529.2.75.3.4.1.1.1.1.3","['CH.1.1']"
"GQ.1","False","B.1.1.529.2.75.3.4.1.1.1.1.3.1","['CH.1.1.3']"
"GQ.1.1","False","B.1.1.529.2.75.3.4.1.1.1.1.3.1.1","['GQ.1']"
"CH.1.1.4","False","B.1.1.529.2.75.3.4.1.1.1.1.4","['CH.1.1']"
"CH.1.1.5","False","B.1.1.529.2.75.3.4.1.1.1.1.5","['CH.1.1']"
"CH.1.1.6","False","B.1.1.529.2.75.3.4.1.1.1.1.6","['CH.1.1']"
"CH.1.1.7","False","B.1.1.529.2.75.3.4.1.1.1.1.7","['CH.1.1']"
"CH.1.1.8","False","B.1.1.529.2.75.3.4.1.1.1.1.8","['CH.1.1']"
"CH.1.1.9","False","B.1.1.529.2.75.3.4.1.1.1.1.9","['CH.1.1']"
"CH.1.1.10","False","B.1.1.529.2.75.3.4.1.1.1.1.10","['CH.1.1']"
"CH.1.1.11","False","B.1.1.529.2.75.3.4.1.1.1.1.11","['CH.1.1']"
"GP.1","False","B.1.1.529.2.75.3.4.1.1.1.1.11.1","['CH.1.1.11']"
"GP.2","False","B.1.1.529.2.75.3.4.1.1.1.1.11.2","['CH.1.1.11']"
"GP.3","False","B.1.1.529.2.75.3.4.1.1.1.1.11.3","['CH.1.1.11']"
"CH.1.1.12","False","B.1.1.529.2.75.3.4.1.1.1.1.12","['CH.1.1']"
"FS.1","False","B.1.1.529.2.75.3.4.1.1.1.1.12.1","['CH.1.1.12']"
"CH.1.1.13","False","B.1.1.529.2.75.3.4.1.1.1.1.13","['CH.1.1']"
"CH.1.1.14","False","B.1.1.529.2.75.3.4.1.1.1.1.14","['CH.1.1']"
"CH.1.1.15","False","B.1.1.529.2.75.3.4.1.1.1.1.15","['CH.1.1']"
"CH.1.1.16","False","B.1.1.529.2.75.3.4.1.1.1.1.16","['CH.1.1']"
"CH.1.1.17","False","B.1.1.529.2.75.3.4.1.1.1.1.17","['CH.1.1']"
"FK.1","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1","['CH.1.1.17']"
"FK.1.1","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.1","['FK.1']"
"FK.1.2","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.2","['FK.1']"
"FK.1.2.1","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.2.1","['FK.1.2']"
"FK.1.2.2","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.2.2","['FK.1.2']"
"FK.1.3","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.3","['FK.1']"
"FK.1.3.1","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.3.1","['FK.1.3']"
"FK.1.3.2","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.3.2","['FK.1.3']"
"FK.1.4","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.4","['FK.1']"
"FK.1.5","False","B.1.1.529.2.75.3.4.1.1.1.1.17.1.5","['FK.1']"
"CH.1.1.18","False","B.1.1.529.2.75.3.4.1.1.1.1.18","['CH.1.1']"
"CH.1.1.19","False","B.1.1.529.2.75.3.4.1.1.1.1.19","['CH.1.1']"
